AT,V,AP,RH,PE,TCN
6o.o62,45.09,1013.41,91.97,457.54,Daniel Smithson
26.45,74.33,1013.81,61.7,433.16,Christopher Clapman
61.646,44.89,1010.04,82.01,459.69,Daniel Smithson
22.56,70.98,1005.66,95.95,440.81,Marc Wolf
8o.o42,79.74,1008.29,73.79,431.41,Daniel Smithson
7o.25,44.05,1005.69,81.87,448.43,Daniel Smithson
19.8,49.15,1020.88,61.88,461.78,Antoin Tessier
27.659887462717553,63.595590413720274,1000.6785134237407,66.33641415199233,LOW,Simo Sikka
78.278,52.84,1006.32,53.29,445.54,Daniel Smithson
2o.27,57.76,1016.66,75.76,450.71,Christopher Clapman
16.74,39.16,1005.68,71.17,460.47,Antoin Tessier
84.938,64.05,1009.82,67.4,444.82,Daniel Smithson
24.43,65.18,1012.57,77.83,437.26,Marc Wolf
47.336,38.5,1013.16,64.06,482.96,Daniel Smithson
5o.629999999999995,37.14,1013.37,69.26,472.63,Daniel Smithson
57.326,45.09,1013.32,94.45,462.69,Daniel Smithson
25.45o76981828117,55.255077189911404,941.8051007464276,75.77416028120174,LOW,Simo Sikka
25.o7112152952827,65.54921902519689,1005.1056722220918,83.75811765346042,LOW,Simo Sikka
13.o3,39.52,1016.68,83.09,473.99,Marc Wolf
58.73oooooooooooo4,40.8,1025.38,53.29,471.78,Daniel Smithson
12.28,40.55,1005.72,98.56,472.47,Antoin Tessier
26.93,59.54,1004.02,75.5,437.58,Marc Wolf
9.55,43.99,1020.5,97.28,476.06,Christopher Clapman
26.18,52.36,1013.46,56.65,453.54,Christopher Clapman
28.o2,68.08,1013.44,44.46,434.95,Marc Wolf
9.o6238o588173715,39.219274754473275,922.6904298897687,98.60771095543518,LOW,Simo Sikka
27.44,52.3,1008.15,58.92,441.75,Antoin Tessier
87.26,74.22,1008.12,50.39,432.51,Daniel Smithson
67.154,50.32,1009.71,94.46,449.59,Daniel Smithson
11.34,45.17,1018.32,96.24,472.13,Antoin Tessier
19.65,42.23,1013.04,75.9,461.16,Antoin Tessier
3o.71,68.24,1006.15,34.15,429.41,Antoin Tessier
26.86,71.14,1007.11,76.61,426.97,Marc Wolf
29.17,67.45,1014.1,46.85,435.08,Antoin Tessier
78.o98,52.36,1014.1,62.9,451.42,Daniel Smithson
21.83,57.85,1012.49,75.16,448.21,Christopher Clapman
24.23,58.79,1009.8,75.75,444.01,Christopher Clapman
47.948,40.23,1017.57,90.47,478.05,Daniel Smithson
11.45,45.01,1018.88,92.12,470.4,Marc Wolf
12.51,41.14,1027.36,87.86,463.79,Christopher Clapman
51.98,44.85,1014.27,65.08,477.03,Daniel Smithson
11.82,41.67,1012.94,84.51,476.73,Christopher Clapman
13.97,38.47,1015.15,55.28,464.3,Antoin Tessier
93.91999999999999,77.95,1009.83,57.86,430.87,Daniel Smithson
22.66,68.3,1017.73,86.92,431.27,Marc Wolf
14.3,42.99,1007.32,73.72,467.9,Christopher Clapman
28.98,70.8,1008.19,73.45,434.08,Christopher Clapman
32.96,73.03,1013.56,54.03,438.93,Christopher Clapman
25.o2,59.92,1009.9,76.27,436.64,Christopher Clapman
13.52,40.83,1009.94,87.53,470.47,Marc Wolf
25.2,59.21,1017.54,55.53,444.16,Christopher Clapman
46.1551247379oo72,41.785971867437844,1117.715659848141,93.86874326615025,LOW,Simo Sikka
87.o98,77.17,1009.49,73.19,430.46,Daniel Smithson
24.66,66.49,1010.83,70.06,438.01,Christopher Clapman
22.86,58.96,1014.03,54.96,451.82,Christopher Clapman
27.31,65.12,1016.05,45.98,440.06,Antoin Tessier
27.2,72.43,1006.75,80.67,430.32,Antoin Tessier
28.38,72.39,998.93,73.85,432.02,Antoin Tessier
24.79,67.83,1009.32,61.46,438.36,Marc Wolf
9.75,40.81,1026.0,84.44,481.95,Marc Wolf
6.98,40.35,1011.92,94.72,484.19,Antoin Tessier
57.o38,44.58,1021.36,78.98,472.67,Daniel Smithson
9.64,36.66,1027.1,70.11,479.08,Christopher Clapman
53.996,41.2,1016.81,81.22,474.96,Daniel Smithson
3o.57,69.71,1008.94,59.99,439.38,Marc Wolf
67.o28,47.03,1013.9,88.86,460.57,Daniel Smithson
1o.14,42.02,1003.19,96.51,472.17,Christopher Clapman
6.16,39.48,1004.85,59.68,484.55,Marc Wolf
3o.5o6786391291o83,68.9765961496611,1075.3572833909825,40.735212552557975,LOW,Simo Sikka
23.27,64.69,1006.84,70.53,438.08,Antoin Tessier
9.54172117941457,43.37892222496699,1070.6783067779008,84.70105505065204,LOW,Simo Sikka
75.9o2,63.77,1013.3,77.53,443.65,Daniel Smithson
27.66,59.21,1013.12,51.58,438.57,Marc Wolf
11.o,40.23,1019.08,86.5,475.9,Antoin Tessier
26.55,60.23,1009.88,79.54,438.95,Christopher Clapman
23.43,54.42,1013.58,70.99,454.86,Christopher Clapman
67.o64,39.72,1001.75,55.41,457.16,Daniel Smithson
21.47,65.61,1015.92,76.22,447.42,Antoin Tessier
84.74,73.67,1005.64,65.31,431.07,Daniel Smithson
13.56372639234o27,41.38572183174722,966.626513045607,63.62831844087676,LOW,Simo Sikka
18.19,66.54,1012.9,86.05,449.22,Marc Wolf
15.89,43.96,1014.02,75.24,467.35,Marc Wolf
45.o32,41.17,1020.35,80.56,486.76,Daniel Smithson
75.13793923348o8,58.25598746822656,928.2132039326323,54.49190394786818,LOW,Simo Sikka
41.5o4ooooooooooo5,42.07,1003.82,80.84,485.24,Daniel Smithson
9.17,40.67,1019.03,66.21,487.33,Christopher Clapman
21.54,58.41,1013.99,86.34,450.69,Christopher Clapman
8.95,43.13,1017.56,94.85,479.14,Christopher Clapman
24.11,68.3,1017.33,79.16,432.62,Marc Wolf
48.344,40.46,1019.48,77.37,476.81,Daniel Smithson
21.o5,58.33,1013.14,66.34,447.66,Marc Wolf
17.o,49.78,1005.32,100.1,453.77,Marc Wolf
3o.51,59.57,1011.08,61.94,436.92,Marc Wolf
21.6o979829o371483,48.86975097185667,1016.4622210724259,82.42640565582742,LOW,Simo Sikka
1o.73,40.35,1012.27,89.65,477.23,Marc Wolf
2o.o2,67.32,1012.05,76.34,445.31,Marc Wolf
18.85,67.32,1012.91,82.37,446.7,Antoin Tessier
25.88,66.48,1004.24,63.16,434.4,Antoin Tessier
26.1,66.25,1009.25,84.52,441.53,Marc Wolf
23.76,74.22,1009.2,92.98,437.47,Christopher Clapman
17.46,39.99,1008.52,69.73,461.01,Marc Wolf
78.98,74.16,1009.42,85.4,437.18,Daniel Smithson
15.11,45.01,1014.35,65.03,460.91,Marc Wolf
3o.84,66.75,1017.54,40.69,432.03,Marc Wolf
47.174,40.6,1015.39,91.81,483.1,Daniel Smithson
2o.24313583665166,53.17282508350511,985.75397474557,73.85022982145625,LOW,Simo Sikka
56.912,41.26,1020.92,74.74,462.46,Daniel Smithson
9.14,42.44,1014.48,92.03,481.46,Christopher Clapman
25.31,60.75,1008.65,79.35,437.33,Antoin Tessier
7.94,40.6,1015.3,92.14,486.33,Marc Wolf
25.95,59.27,1010.9,70.42,444.19,Christopher Clapman
14.47,42.99,1009.78,91.15,469.0,Marc Wolf
63.14,43.72,1009.64,77.86,456.55,Daniel Smithson
9.o2362588o243817,41.97585945197017,1068.3989907367086,63.738132238959324,LOW,Simo Sikka
31.33,65.18,1011.97,36.62,435.77,Christopher Clapman
71.474,62.91,1013.45,74.62,449.17,Daniel Smithson
18.99,44.6,1014.7,40.11,463.48,Marc Wolf
7.65,41.01,1024.31,97.17,475.89,Christopher Clapman
49.135999999999996,40.96,1023.48,86.49,483.59,Daniel Smithson
14.1,42.74,1026.92,67.25,466.1,Antoin Tessier
16.62,39.99,1007.07,77.14,463.74,Antoin Tessier
7.33,40.0,1018.96,80.76,478.16,Marc Wolf
32.33,69.68,1011.95,39.89,439.79,Antoin Tessier
18.64,67.71,1003.84,89.63,442.26,Antoin Tessier
11.58,39.69,1005.17,86.55,469.6,Christopher Clapman
8.99,41.26,1020.52,91.96,476.09,Christopher Clapman
51.62oooooooooooo5,40.67,1016.66,65.09,482.4,Daniel Smithson
16.52,42.24,1017.51,67.65,469.13,Christopher Clapman
31.67,69.89,1013.88,39.33,426.35,Antoin Tessier
23.7,66.56,1002.07,85.19,436.94,Antoin Tessier
24.37,73.42,1010.19,76.01,440.29,Marc Wolf
19.778338o938799,47.91948829185667,1079.080091958894,69.9589227740851,LOW,Simo Sikka
46.274,42.28,1008.43,85.57,484.75,Daniel Smithson
15.o,40.66,1016.28,89.62,456.63,Antoin Tessier
25.54,69.13,1001.64,90.98,428.74,Antoin Tessier
1o.6,40.22,1011.37,85.81,477.62,Antoin Tessier
2o.74,59.8,1015.46,76.39,452.99,Christopher Clapman
9.14,38.91,1018.62,89.88,476.57,Antoin Tessier
18.42,58.95,1016.95,86.77,452.1,Marc Wolf
7.239314o112oo931,43.70758540786349,1119.3568791892442,88.36976778227778,LOW,Simo Sikka
26.796188295o62674,52.687948849068775,938.2952895832424,63.81642715786994,LOW,Simo Sikka
66.362,42.44,1012.93,63.59,461.84,Daniel Smithson
2o.5,49.69,1009.6,70.81,452.94,Christopher Clapman
6.28,43.02,1013.72,88.13,487.17,Marc Wolf
23.68,68.12,1011.18,72.45,441.54,Antoin Tessier
22.o7,48.41,1008.71,81.29,444.01,Christopher Clapman
27.18,79.05,1008.99,94.32,434.01,Antoin Tessier
17.98,39.63,1005.42,82.12,466.69,Marc Wolf
55.778ooooooooooo6,40.56,1018.12,64.49,475.86,Daniel Smithson
64.31,59.15,1012.73,84.27,449.14,Daniel Smithson
1o.36,37.83,1005.87,98.56,472.62,Marc Wolf
23.28,48.92,1010.23,41.55,449.27,Christopher Clapman
16.22,37.87,1022.36,83.13,461.06,Antoin Tessier
14.84,42.03,1017.47,79.27,466.2,Christopher Clapman
28.3754o6279574726,69.30489543966014,1100.0451923294695,30.582201496886224,LOW,Simo Sikka
25.21,49.82,1016.44,63.14,450.75,Antoin Tessier
67.658,56.65,1020.62,67.99,457.72,Daniel Smithson
49.298,39.04,1023.45,75.66,483.86,Daniel Smithson
13.244474811532o12,42.861622207361854,1104.1183882054527,92.96566007237462,LOW,Simo Sikka
88.75399999999999,70.94,1007.11,50.04,431.84,Daniel Smithson
19.93,62.1,1019.94,76.41,450.57,Christopher Clapman
12.19,40.23,1017.76,81.44,474.92,Marc Wolf
62.33,49.78,1005.61,100.1,455.33,Daniel Smithson
32.37,68.67,1005.45,47.98,430.35,Antoin Tessier
24.34,70.79,1006.82,85.66,433.83,Christopher Clapman
86.36,74.34,1004.17,74.77,431.77,Daniel Smithson
2o.71,58.79,1017.48,86.67,444.39,Antoin Tessier
13.8,45.08,1023.99,79.72,466.71,Marc Wolf
2o.13,43.43,1009.75,66.16,453.47,Antoin Tessier
57.721999999999994,39.59,1012.36,92.38,463.13,Daniel Smithson
11.27,40.69,1014.35,86.63,476.27,Antoin Tessier
6.65,40.77,1021.79,88.84,482.9,Christopher Clapman
15.92,37.64,1014.93,83.73,464.14,Christopher Clapman
71.312,59.07,1008.84,96.5,448.61,Daniel Smithson
21.o5,63.09,1016.49,91.23,447.45,Christopher Clapman
13.2,41.78,1010.49,64.96,468.58,Marc Wolf
33.37,73.88,1005.8,47.94,436.76,Antoin Tessier
19.67,59.39,,77.67,447.61,Antoin Tessier
17.98,56.85,1012.28,84.52,448.71,Antoin Tessier
14.22,48.6,1006.26,88.05,459.69,Marc Wolf
26.48,73.06,1008.07,90.73,433.31,Marc Wolf
2o.25,55.5,1020.03,69.33,455.13,Marc Wolf
5.77o85o91o32673,40.951813006491165,1110.787766153303,61.71275226322587,LOW,Simo Sikka
7.71,40.77,1021.93,87.04,482.19,Marc Wolf
23.68,51.3,1011.86,71.24,451.67,Christopher Clapman
67.69399999999999,39.39,1013.73,59.16,463.72,Daniel Smithson
21.o9,74.93,1015.11,81.93,443.51,Christopher Clapman
25.59,65.46,1014.47,37.89,444.9,Antoin Tessier
57.o92,47.83,1004.83,81.2,465.13,Daniel Smithson
14.93,43.02,1012.11,45.56,468.19,Marc Wolf
23.41,74.99,1007.22,84.55,442.51,Marc Wolf
25.6,66.48,1006.16,69.34,435.12,Marc Wolf
14.o,41.78,1010.96,48.37,465.62,Marc Wolf
28.51,70.02,1010.58,54.68,441.66,Antoin Tessier
19.62,52.05,1012.09,50.02,456.81,Christopher Clapman
24.98,60.32,1015.63,57.19,444.67,Christopher Clapman
2o.71,58.18,1007.63,98.44,447.06,Antoin Tessier
51.oo8,40.22,1005.08,89.71,478.02,Daniel Smithson
29.16,55.68,1004.84,55.68,435.04,Antoin Tessier
17.82,49.15,1020.73,70.25,457.35,Christopher Clapman
9o.428,74.33,1012.61,37.07,427.87,Daniel Smithson
44.239999999999995,37.8,1021.09,70.02,485.96,Daniel Smithson
18.26,60.95,1016.94,78.91,457.03,Christopher Clapman
77.918,64.27,1013.28,61.85,444.76,Daniel Smithson
3o.92,59.57,1010.87,62.43,440.96,Christopher Clapman
12.o5,40.55,1016.63,100.14,472.19,Christopher Clapman
83.246oooooooooo1,67.69,1004.79,56.51,430.67,Daniel Smithson
82.364,74.78,1009.46,63.11,436.82,Daniel Smithson
1o.39,40.22,1004.95,91.65,476.49,Marc Wolf
28.14,76.86,1000.7,70.17,434.68,Christopher Clapman
7.67,42.85,1012.02,93.35,478.94,Christopher Clapman
22.78,71.77,1005.26,89.23,435.46,Christopher Clapman
31.74,79.74,1007.07,61.47,431.72,Christopher Clapman
2o.14,46.33,1013.24,83.39,453.35,Antoin Tessier
78.584,74.67,1016.66,81.09,434.81,Daniel Smithson
28.13,61.25,1013.12,62.57,436.61,Marc Wolf
11.28,43.41,1017.91,81.03,471.42,Marc Wolf
1o.39,40.96,1023.51,84.73,479.0,Christopher Clapman
19.38,63.56,1013.13,83.54,452.01,Christopher Clapman
79.376,69.71,1009.39,67.05,441.25,Daniel Smithson
24.593944321471522,72.45114506084464,1012.3390146906298,96.15919167289434,LOW,Simo Sikka
25.o1,68.63,1013.76,43.65,447.12,Christopher Clapman
22.1,74.87,1009.4,85.78,442.83,Christopher Clapman
8.24,39.61,1017.99,78.42,477.9,Antoin Tessier
21.78,47.43,1007.88,66.68,446.79,Christopher Clapman
68.918,63.86,1020.65,75.36,447.18,Daniel Smithson
27.57,71.32,1002.59,76.68,436.61,Antoin Tessier
3o.2o7ooo17o217363,41.100696403034874,1101.0101469692231,45.62732595135345,LOW,Simo Sikka
28.1,61.02,1011.28,59.05,437.5,Christopher Clapman
22.45,63.77,1014.57,87.44,444.26,Antoin Tessier
79.826,73.21,1002.31,92.51,431.68,Daniel Smithson
81.o5,50.05,1006.53,60.64,439.63,Daniel Smithson
6.94,39.61,1017.74,81.43,480.07,Antoin Tessier
9.68,41.44,1015.19,87.34,479.89,Christopher Clapman
23.534781273o88o65,71.22166737875777,1105.533654791505,75.07440336343555,LOW,Simo Sikka
22.97,42.48,1012.84,64.71,466.7,Christopher Clapman
14.o3,49.83,1006.64,90.01,463.71,Christopher Clapman
25.3,59.43,1009.15,58.3,442.5,Christopher Clapman
18.41,44.9,1008.97,73.81,453.12,Antoin Tessier
19.58,52.9,1017.46,64.64,458.28,Antoin Tessier
27.78,60.07,1014.66,53.74,439.43,Christopher Clapman
19.82,41.67,1012.92,51.92,456.87,Antoin Tessier
1o.23,43.72,1011.18,97.93,471.61,Christopher Clapman
41.o72,40.64,1021.35,93.63,484.42,Daniel Smithson
22.84,50.05,1005.59,79.49,442.85,Antoin Tessier
43.34,39.33,1010.63,94.26,489.95,Daniel Smithson
19.83,63.94,1019.81,75.05,448.03,Christopher Clapman
16.48,41.35,1005.61,89.07,465.64,Antoin Tessier
11.44,34.03,1018.57,74.06,476.06,Antoin Tessier
14.64,45.0,1021.78,41.25,475.98,Marc Wolf
12.31,41.06,1021.19,74.38,475.76,Marc Wolf
24.82,72.99,1007.81,84.72,435.68,Antoin Tessier
82.724,60.07,1016.34,49.13,441.61,Daniel Smithson
91.o94,74.33,1011.44,50.42,427.36,Daniel Smithson
24.62,68.31,1010.45,75.18,448.58,Marc Wolf
13.74,41.16,1010.74,87.69,473.19,Marc Wolf
23.15,66.48,1003.71,76.0,435.62,Christopher Clapman
25.o3,60.27,1017.9,72.04,438.24,Christopher Clapman
14.75,40.66,1016.7,81.65,463.83,Christopher Clapman
7.91,41.79,1021.86,54.92,479.02,Christopher Clapman
25.24,71.14,1008.73,79.39,435.09,Christopher Clapman
6.462o6o5o8984643,41.50636074800169,968.527359712985,86.89448124087927,LOW,Simo Sikka
89.7o8,75.33,1001.96,63.15,432.92,Daniel Smithson
24.47,48.6,1002.49,75.04,442.08,Marc Wolf
45.536,41.66,1015.2,78.41,483.28,Daniel Smithson
11.98,44.6,1018.59,86.71,470.02,Christopher Clapman
19.16,43.43,1012.36,72.59,451.0,Marc Wolf
12.12,40.0,1018.72,84.42,462.1,Marc Wolf
42.998ooooooooooo5,38.68,1017.53,79.23,482.97,Daniel Smithson
9.28,41.54,1018.33,79.89,482.8,Marc Wolf
25.6,63.9,1013.16,53.19,451.44,Christopher Clapman
49.748,41.01,1018.49,98.71,467.37,Daniel Smithson
29.66,59.22,1013.25,61.2,441.58,Christopher Clapman
26.o5,65.27,1013.69,56.46,440.75,Marc Wolf
14.81,44.88,1019.1,66.7,464.65,Marc Wolf
16.94,50.59,1018.75,94.22,460.64,Christopher Clapman
22.19,58.49,1010.91,77.03,449.4,Marc Wolf
17.16925478o37124,61.016406598008054,1057.4304538503802,95.81384114357166,LOW,Simo Sikka
8.61,37.49,1009.35,82.62,477.13,Antoin Tessier
3.31,39.42,1024.05,84.31,487.19,Christopher Clapman
12.64,41.26,1020.79,83.66,465.78,Christopher Clapman
82.4,74.22,1008.68,66.0,433.94,Daniel Smithson
9.o4,40.11,1023.3,76.32,473.57,Marc Wolf
2o.25,59.8,1015.3,82.69,453.81,Antoin Tessier
87.674,61.5,1009.81,41.46,437.35,Daniel Smithson
26.56,52.3,1007.4,62.04,439.25,Antoin Tessier
71.69,61.27,1019.6,58.83,447.95,Daniel Smithson
31.42,70.17,999.3,61.22,430.78,Antoin Tessier
57.434,48.92,1011.72,78.06,464.17,Daniel Smithson
8.72,36.25,1029.31,85.73,479.94,Marc Wolf
28.5,74.87,1009.67,53.78,444.88,Marc Wolf
21.7,64.44,1014.95,73.33,448.51,Antoin Tessier
23.87,50.39,1012.96,76.05,452.59,Christopher Clapman
17.37,48.92,1011.91,58.4,455.53,Christopher Clapman
27.66295o3o7259834,48.12384863212481,1081.0624490322853,46.27756698204445,LOW,Simo Sikka
25.94,66.49,1012.83,61.81,433.38,Christopher Clapman
22.63,45.61,1014.14,73.06,457.88,Marc Wolf
44.15,39.37,1020.26,70.99,486.26,Daniel Smithson
19.68,68.28,1002.62,71.57,452.47,Marc Wolf
25.64,70.72,1010.16,84.0,441.68,Christopher Clapman
31.97,69.04,1008.5,47.69,441.18,Marc Wolf
28.o1,51.43,1011.6,49.2,449.82,Marc Wolf
24.458526o3147666,65.80782273923126,988.4621883063139,92.48102926369552,LOW,Simo Sikka
2o.992874969497535,46.659028707538766,1046.131164359197,75.41627158845257,LOW,Simo Sikka
18.83,47.83,1005.58,77.07,454.23,Antoin Tessier
63.32,44.58,1018.9,60.58,468.01,Daniel Smithson
46.382,41.38,1021.95,78.77,487.57,Daniel Smithson
63.86,38.52,1020.15,69.8,455.5,Daniel Smithson
18.31,52.9,1015.99,66.14,459.61,Antoin Tessier
81.64399999999999,73.06,1009.63,88.31,438.1,Daniel Smithson
8.42,42.28,1008.4,87.78,481.91,Marc Wolf
82.832,71.58,1010.1,67.92,434.01,Daniel Smithson
83.984oooooooooo1,71.98,1005.37,74.24,428.61,Daniel Smithson
29.11,74.9,1003.31,74.01,432.43,Marc Wolf
28.15,74.9,1003.67,76.32,433.63,Christopher Clapman
8.57,39.69,1000.91,99.9,474.29,Christopher Clapman
22.33,59.8,1016.84,67.09,450.07,Christopher Clapman
11.84,40.05,1014.54,86.78,473.82,Antoin Tessier
11.o1,40.22,1011.13,83.09,476.69,Antoin Tessier
19.o8,41.1,1001.96,62.77,458.94,Christopher Clapman
1o.76,40.78,1023.81,87.96,469.97,Antoin Tessier
29.o6,64.96,1000.88,62.07,430.24,Christopher Clapman
1o.o3,41.62,1014.55,95.61,462.73,Antoin Tessier
21.518887256962238,75.73278353067124,1086.3718222970526,89.08334325491822,LOW,Simo Sikka
25.34,65.61,1014.61,57.51,442.82,Antoin Tessier
15.79,49.15,1020.62,76.22,465.62,Antoin Tessier
31.18,74.34,1003.81,63.59,434.15,Christopher Clapman
23.o3,59.04,1011.85,81.24,444.85,Christopher Clapman
69.548,67.25,1017.45,81.45,444.5,Daniel Smithson
3.68,39.64,1011.31,84.05,490.02,Antoin Tessier
16.85,50.9,1013.26,83.94,460.68,Christopher Clapman
31.53,74.99,1003.93,58.29,432.34,Christopher Clapman
3o.17,74.22,1007.46,49.27,432.0,Marc Wolf
3o.65,65.18,1012.51,42.32,436.79,Marc Wolf
9.89,40.64,1020.59,98.35,478.13,Christopher Clapman
1o.75,40.81,1015.93,79.27,474.71,Antoin Tessier
13.86,37.85,1011.4,89.7,469.94,Marc Wolf
25.42,66.05,1016.74,68.92,442.6,Marc Wolf
26.35,69.48,1008.45,70.47,435.23,Antoin Tessier
58.91,43.72,1010.28,93.62,459.31,Daniel Smithson
9o.78799999999998,73.68,1014.64,40.88,425.17,Daniel Smithson
17.11,49.78,1007.25,100.09,453.22,Marc Wolf
2o.3,59.8,1015.24,78.75,453.29,Antoin Tessier
15.3,38.62,1017.19,70.63,462.65,Marc Wolf
68.6oo17733812433,43.958528362281335,1014.8972197376104,72.1968628159701,LOW,Simo Sikka
55.832,39.16,1016.52,86.66,474.48,Daniel Smithson
21.96,59.8,1016.72,72.6,452.48,Antoin Tessier
3o.66,66.25,1007.67,63.03,439.55,Antoin Tessier
9.33,39.96,1024.55,98.58,473.78,Marc Wolf
13.44,37.85,1009.78,99.13,469.89,Antoin Tessier
24.44,47.93,1003.13,67.04,440.53,Antoin Tessier
23.39,74.22,1009.83,86.05,439.92,Antoin Tessier
12.131512332o25741,42.07336845906062,984.4018201165226,69.66163164137204,LOW,Simo Sikka
74.462,71.73,1009.69,87.06,435.67,Daniel Smithson
11.17,44.77,1018.2,79.6,470.85,Antoin Tessier
9.4982o77722o2429,37.67896394363421,1103.9351762421568,80.59897201002408,LOW,Simo Sikka
24.37,68.14,1005.22,59.27,440.22,Marc Wolf
28.92,72.43,1007.03,66.14,431.5,Marc Wolf
2o.51,45.38,1014.29,69.14,461.87,Antoin Tessier
11.49,41.54,1020.17,70.91,476.74,Christopher Clapman
64.886,65.94,1013.09,84.72,450.33,Daniel Smithson
14.23967227o168155,45.32241342525971,985.8495929476919,82.15536631288451,LOW,Simo Sikka
5.6,38.91,1019.31,85.33,491.1,Christopher Clapman
14.72,43.34,1013.07,85.61,464.22,Christopher Clapman
3o.72,71.58,1009.98,50.39,430.46,Christopher Clapman
29.81,73.67,1005.6,60.91,430.67,Christopher Clapman
33.37,71.37,1003.75,45.26,432.67,Marc Wolf
5.37,40.07,1012.75,63.58,494.21,Christopher Clapman
69.116,43.43,1009.93,64.02,449.07,Daniel Smithson
3o.78,69.14,1007.27,62.77,433.96,Christopher Clapman
27.71,74.34,998.14,71.85,434.2,Christopher Clapman
53.762,40.6,1013.85,85.72,474.35,Daniel Smithson
29.53,71.43,1011.79,57.41,438.78,Marc Wolf
25.2,65.59,1013.0,71.34,439.14,Marc Wolf
6.5,41.14,1028.15,86.78,480.96,Antoin Tessier
25.6,63.76,1010.18,67.43,435.75,Marc Wolf
28.o2,71.77,1006.5,72.41,428.58,Marc Wolf
27.3oo89131814o89,46.85431920045069,1074.3277746629822,66.53217485314966,LOW,Simo Sikka
6.4,39.9,1007.75,86.55,486.03,Christopher Clapman
14.17,42.99,1007.38,78.88,470.68,Marc Wolf
19.o4,68.28,1004.52,86.16,444.54,Christopher Clapman
26.88,60.96,1012.1,57.9,446.77,Christopher Clapman
5.68,40.35,1012.11,92.86,486.79,Christopher Clapman
18.74,59.21,1018.3,91.55,449.77,Marc Wolf
11.6,39.96,1011.65,80.79,473.22,Marc Wolf
5.89,40.07,1018.99,63.13,493.9,Marc Wolf
23.51,48.98,1014.63,41.56,454.06,Antoin Tessier
24.43,47.45,1007.68,65.18,446.45,Christopher Clapman
24.94,62.96,1019.76,58.44,443.48,Marc Wolf
9.45,39.04,1023.08,75.81,483.66,Antoin Tessier
86.o18,69.13,1010.11,62.42,425.75,Daniel Smithson
41.o36,45.87,1007.8,99.22,481.03,Daniel Smithson
52.2o9961938823895,42.856957774426895,988.654400105364,55.54381506607808,LOW,Simo Sikka
65.966oooooooooo1,44.06,1013.42,68.78,451.4,Daniel Smithson
16.98,44.85,1015.48,51.77,464.27,Christopher Clapman
54.734,41.48,1009.61,87.69,461.09,Daniel Smithson
22.64,63.73,1013.88,84.22,447.21,Marc Wolf
25.21,51.43,1006.43,78.55,439.01,Christopher Clapman
17.o1,50.9,1013.23,82.03,460.14,Christopher Clapman
1o.42,39.96,1025.21,95.69,470.81,Marc Wolf
24.53o295996555733,57.87618185037784,1010.8922837571542,79.93064476459499,LOW,Simo Sikka
66.218,58.46,1017.14,90.99,446.18,Daniel Smithson
48.686,38.56,1017.69,62.49,475.42,Daniel Smithson
2o.46,54.2,1011.4,84.0,448.1,Christopher Clapman
72.5,59.54,1007.99,93.63,445.22,Daniel Smithson
22.29,43.79,1015.68,41.75,461.23,Antoin Tessier
14.69,49.64,1023.43,78.17,434.12,Marc Wolf
23.15,58.79,1011.11,82.49,447.71,Antoin Tessier
16.5,44.2,1018.94,63.59,458.3,Marc Wolf
